kg	1 kg	kg
kilogram	1 kg	kg
s	1 s	s
second	1 s	s
m	1 m	m
meter	1 m	m
A	1 A	A
ampere	1 A	A
amp	1 A	ampere
cd	1 cd	cd
candela	1 cd	cd
mol	1 mol	mol
mole	1 mol	mol
K	1 K	K
kelvin	1 K	K
saturnday	37800 s	0.4375 day
uranusday	56160 s	0.65 day
neptuneday	66355.1999999999971 s	0.768 day
plutoday	551810.880000000005 s	6.3867 day
mercuryyear	7600543.81991999969 s	0.2408467 julianyear
venusyear	19414149.0521759987 s	0.61519726 julianyear
earthyear	31558149.5400287993 s	siderealyear
marsyear	59355036.2217600048 s	1.8808476 julianyear
jupiteryear	374355659.124000013 s	11.862615 julianyear
saturnyear	929292362.884799957 s	29.447498 julianyear
uranusyear	2651370019.32959986 s	84.016846 julianyear
neptuneyear	5200418560.03200054 s	164.79132 julianyear
plutoyear	7823780704.43999958 s	247.92065 julianyear
earthflattening	0.00335281969789619303	1|298.25642
earthradius_equatorial	6378136.49000000022 m	6378136.49 m
earthradius_polar	-21384.7416595424875 m	(-earthflattening+1) earthradius_equatorial
landarea	148847000000000 m^2	148.847e6 km^2
oceanarea	361254000000000 m^2	361.254e6 km^2
moonradius	1738000 m	1738 km
sunradius	696000000 m	6.96e8 m
gauss_k	0.0172020989500000013	0.01720209895
gaussianyear	31558196.0153947473 s	(2 pi / gauss_k) days
astronomicalunit	149597870700 m	149597870700 m
au	149597870700 m	astronomicalunit
parsec	30856775814671944 m	au / 4.84813681113334e-06
pc	30856775814671944 m	parsec
solarmass	1.98909999999999989e+30 kg	1.9891e30 kg
sunmass	1.98909999999999989e+30 kg	solarmass
sundist	149598022960.712799 m	1.0000010178 au
moondist	384400000 m	3.844e8 m
sundist_near	147100000000 m	1.471e11 m
sundist_far	152100000000 m	1.521e11 m
mercurymass	3.30217809947539691e+23 kg	solarmass / 6023600
venusmass	4.86899524142674548e+24 kg	solarmass / 408523.71
earthmoonmass	6.04772457669272436e+24 kg	solarmass / 328900.56
marsmass	6.41912693935666004e+23 kg	solarmass / 3098708
jupitermass	1.89917664471981898e+27 kg	solarmass / 1047.3486
saturnmass	5.68655804142945189e+26 kg	solarmass / 3497.898
uranusmass	8.68489602663059543e+25 kg	solarmass / 22902.98
neptunemass	1.02466279007471556e+26 kg	solarmass / 19412.24
plutomass	1.47340740740740725e+22 kg	solarmass / 1.35e8
moonearthmassratio	0.0123000339999999996	0.012300034
earthmass	5.97424120672579648e+24 kg	earthmoonmass / ( 1 + moonearthmassratio)
moonmass	7.34833699669283208e+22 kg	moonearthmassratio earthmass
oldmercurymass	3.30219999999999997e+23 kg	0.33022e24 kg
oldvenusmass	4.86900000000000012e+24 kg	4.8690e24 kg
oldmarsmass	6.41910000000000066e+23 kg	0.64191e24 kg
oldjupitermass	1.89880000000000012e+27 kg	1898.8e24 kg
oldsaturnmass	5.68499999999999983e+26 kg	568.5e24 kg
olduranusmass	8.66249999999999974e+25 kg	86.625e24 kg
oldneptunemass	1.02779999999999998e+26 kg	102.78e24 kg
oldplutomass	1.5e+22 kg	0.015e24 kg
mercuryradius	2440000 m	2440 km
venusradius	6051840 m	6051.84 km
earthradius	6371010 m	6371.01 km
marsradius	3389920 m	3389.92 km
jupiterradius	69911000 m	69911 km
saturnradius	58232000 m	58232 km
uranusradius	25362000 m	25362 km
neptuneradius	24624000 m	24624 km
plutoradius	1151000 m	1151 km
moongravity	1.62000000000000011 m/s^2	1.62 m/s^2
atomicmass	9.10938355570385163e-31 kg	electronmass
atomiccharge	1.60217662080000009e-19 s*A	e
atomicaction	1.05457180005237273e-34 m^2*kg/s	hbar
atomiclength	5.2917721067488903e-11 m	bohrradius
atomictime	2.41888432660259616e-17 s	hbar^3/coulombconst^2 atomicmass e^4
atomicvelocity	2187691.26268280903 m/s	atomiclength / atomictime
atomicenergy	4.35974464944156321e-18 m^2*kg/s^2	hbar / atomictime
hartree	4.35974464944156321e-18 m^2*kg/s^2	atomicenergy
thermalcoulomb	1 m^2*kg/s^2*K	J/K
thermalampere	1 m^2*kg/s^3*K	W/K
thermalfarad	1 m^2*kg/s^2*K^2	J/K^2
thermalohm	1 s^3*K^2/m^2*kg	K^2/W
fourier	1 s^3*K^2/m^2*kg	thermalohm
thermalhenry	1 s^4*K^2/m^2*kg	J K^2/W^2
thermalvolt	1 K	K
US	1.00000200000399997	1200|3937 m/ft
int	0.999998000000000054	3937|1200 ft/m
yard	0.914400000000000102 m	3 ft
yd	0.914400000000000102 m	yard
mile	1609.34400000000005 m	5280 ft
line	0.00211666666666666687 m	1|12 inch
rod	5.02920000000000034 m	5.5 yard
perch	5.02920000000000034 m	rod
furlong	201.168000000000006 m	40 rod
statutemile	1609.34400000000005 m	mile
league	4828.03200000000015 m	3 mile
surveyorschain	20.1168402336804668 m	66 surveyft
surveychain	20.1168402336804668 m	surveyorschain
surveyorspole	5.0292100584201167 m	1|4 surveyorschain
surveyorslink	0.201168402336804664 m	1|100 surveyorschain
chain	20.1168000000000013 m	66 ft
link	0.201168000000000013 m	1|100 chain
ch	20.1168000000000013 m	chain
USacre	4046.87260987425179 m^2	10 surveychain^2
intacre	4046.85642240000061 m^2	10 chain^2
USacrefoot	1233.48923846814887 m^3	USacre surveyfoot
acre	4046.85642240000061 m^2	intacre
section	2589988.1103360001 m^2	mile^2
township	93239571.9720959961 m^2	36 section
homestead	647497.027584000141 m^2	160 acre
gunterschain	20.1168402336804668 m	surveyorschain
engineerschain	30.4800000000000004 m	100 ft
engineerslink	0.304800000000000015 m	1|100 engineerschain
ramsdenschain	30.4800000000000004 m	engineerschain
ramsdenslink	0.304800000000000015 m	engineerslink
gurleychain	10.0584000000000007 m	33 feet
gurleylink	0.201168000000000013 m	1|50 gurleychain
wingchain	20.1168000000000013 m	66 feet
winglink	0.251460000000000017 m	1|80 wingchain
troughtonyard	0.914421900000000121 m	914.42190 mm
bronzeyard11	0.914399800000000096 m	914.39980 mm
mendenhallyard	0.914401828803657724 m	surveyyard
internationalyard	0.914400000000000102 m	yard
fathom	1.8288000000000002 m	6 ft
nauticalmile	1852 m	1852 m
cable	185.200000000000017 m	1|10 nauticalmile
intcable	185.200000000000017 m	cable
cablelength	185.200000000000017 m	cable
UScable	182.880365760731536 m	100 USfathom
navycablelength	219.456438912877815 m	720 USft
marineleague	5556 m	3 nauticalmile
knot	0.514444444444444482 m/s	nauticalmile / hr
click	1000 m	km
klick	1000 m	click
pound	0.453592370000000022 kg	0.45359237 kg
lb	0.453592370000000022 kg	pound
grain	6.47989100000000081e-05 kg	1|7000 pound
ounce	0.0283495231250000014 kg	1|16 pound
oz	0.0283495231250000014 kg	ounce
dram	0.00177184519531250009 kg	1|16 ounce
dr	0.00177184519531250009 kg	dram
ushundredweight	45.3592370000000003 kg	100 pounds
shorthundredweight	45.3592370000000003 kg	ushundredweight
shortton	907.184740000000033 kg	2000 lb
shortquarterweight	226.796185000000008 kg	1|4 shortton
shortquarter	226.796185000000008 kg	shortquarterweight
troypound	0.37324172160000002 kg	5760 grain
troyounce	0.0311034768000000017 kg	1|12 troypound
ozt	0.0311034768000000017 kg	troyounce
pennyweight	0.00155517384000000009 kg	1|20 troyounce
dwt	0.00155517384000000009 kg	pennyweight
fineounce	0.0311034768000000017 kg	troyounce
metriccarat	0.00020000000000000001 kg	0.2 gram
metricgrain	4.99999999999999956e-05 kg	50 mg
carat	0.00020000000000000001 kg	metriccarat
ct	0.00020000000000000001 kg	carat
jewelerspoint	2.00000000000000033e-06 kg	1|100 carat
silversmithpoint	6.35000000000000104e-06 m	1|4000 inch
momme	0.00374999999999999986 kg	3.75 grams
appound	0.37324172160000002 kg	troypound
apounce	0.0311034768000000017 kg	troyounce
apdram	0.00388793460000000021 kg	1|8 apounce
apscruple	0.0012959782 kg	1|3 apdram
usgallon	0.00378541178400000145 m^3	231 in^3
gallon	0.00378541178400000145 m^3	usgallon
gal	0.00378541178400000145 m^3	gallon
quart	0.000946352946000000362 m^3	1|4 gallon
pint	0.000473176473000000181 m^3	1|2 quart
gill	0.000118294118250000045 m^3	1|4 pint
usquart	0.000946352946000000362 m^3	1|4 usgallon
uspint	0.000473176473000000181 m^3	1|2 usquart
usgill	0.000118294118250000045 m^3	1|4 uspint
usfluidounce	2.95735295625000113e-05 m^3	1|16 uspint
qt	0.000946352946000000362 m^3	quart
pt	0.000473176473000000181 m^3	pint
usfloz	2.95735295625000113e-05 m^3	usfluidounce
liquidbarrel	0.11924047119600005 m^3	31.5 usgallon
beerkeg	0.0586738826520000201 m^3	15.5 usgallon
ponykeg	0.02933694132600001 m^3	1|2 beerkeg
winekeg	0.0454249414080000191 m^3	12 usgallon
petroleumbarrel	0.158987294928000067 m^3	42 usgallon
barrel	0.158987294928000067 m^3	petroleumbarrel
bbl	0.158987294928000067 m^3	barrel
ushogshead	0.2384809423920001 m^3	2 liquidbarrel
usfirkin	0.0340687060560000143 m^3	9 usgallon
usbushel	0.0352390701668800141 m^3	2150.42 in^3
uspeck	0.00880976754172000352 m^3	1|4 usbushel
drygallon	0.00440488377086000176 m^3	1|2 uspeck
dryquart	0.00110122094271500044 m^3	1|4 drygallon
drypint	0.00055061047135750022 m^3	1|2 dryquart
drybarrel	0.115627123584000041 m^3	7056 in^3
cranberrybarrel	0.0954710348640000345 m^3	5826 in^3
heapedbushel	0.0450355316732726565 m^3	1.278 usbushel
wheatbushel	27.2155422000000016 kg	60 lb
soybeanbushel	27.2155422000000016 kg	60 lb
cornbushel	25.4011727200000017 kg	56 lb
ryebushel	25.4011727200000017 kg	56 lb
barleybushel	21.772433760000002 kg	48 lb
oatbushel	14.5149558400000007 kg	32 lb
ricebushel	20.4116566500000012 kg	45 lb
canada_oatbushel	15.4221405800000007 kg	34 lb
ponyvolume	2.95735295625000113e-05 m^3	1 usfloz
jigger	4.43602943437500187e-05 m^3	1.5 usfloz
shot	4.43602943437500187e-05 m^3	jigger
eushot	2.50000000000000046e-05 m^3	25 ml
fifth	0.000757082356800000311 m^3	1|5 usgallon
winebottle	0.000750000000000000124 m^3	750 ml
winesplit	0.000187500000000000031 m^3	1|4 winebottle
wineglass	0.000118294118250000045 m^3	4 usfloz
magnum	0.00150000000000000046 m^3	1.5 liter
metrictenth	0.000375000000000000062 m^3	375 ml
metricfifth	0.000750000000000000124 m^3	750 ml
metricquart	0.00100000000000000024 m^3	1 liter
split	0.000200000000000000037 m^3	200 ml
jeroboam	0.00300000000000000093 m^3	2 magnum
rehoboam	0.00450000000000000139 m^3	3 magnum
methuselah	0.00600000000000000186 m^3	4 magnum
salmanazar	0.00900000000000000279 m^3	6 magnum
balthazar	0.0120000000000000037 m^3	8 magnum
nebuchadnezzar	0.0150000000000000046 m^3	10 magnum
gpg	0.0171180610452709436 kg/m^3	grains/usgallon
shoeiron	0.000529166666666666717 m	1|48 inch
shoeounce	0.000396875000000000038 m	1|64 inch
shoesize_delta	0.00846666666666666748 m	1|3 inch
shoe_men0	0.209550000000000014 m	8.25 inch
shoe_women0	0.162983333333333341 m	(7+11|12) inch
shoe_boys0	0.0698500000000000093 m	(3+11|12) inch
shoe_girls0	0.0444500000000000034 m	(3+7|12) inch
europeshoesize	0.00666666666666666623 m	2|3 cm
key	1 kg	kg
lid	0.0283495231250000014 kg	1 oz
usfootballfield	91.4400000000000119 m	100 yards
canadafootballfield	100.584000000000017 m	110 yards
marathon	42194.9880000000048 m	26 miles + 385 yards
UKlength_B	0.999999125109361175	0.9143992 meter / yard
UKlength_SJJ	0.999998261154855572	0.91439841 meter / yard
UKlength_K	0.9999819343263745	meter / 39.37079 inch
UKlength_C	0.999991028296492002	meter / 1.09362311 yard
brnauticalmile	1853.1840000000002 m	6080 ft
brknot	0.514773333333333416 m/s	brnauticalmile / hr
brcable	185.318400000000025 m	1|10 brnauticalmile
admiraltymile	1853.1840000000002 m	brnauticalmile
admiraltyknot	0.514773333333333416 m/s	brknot
admiraltycable	185.318400000000025 m	brcable
seamile	1828.80000000000018 m	6000 ft
shackle	27.4320000000000022 m	15 fathoms
clove	3.17514659000000021 kg	7 lb
stone	6.35029318000000043 kg	14 lb
tod	12.7005863600000009 kg	28 lb
brhundredweight	50.8023454400000034 kg	8 stone
longhundredweight	50.8023454400000034 kg	brhundredweight
longton	1016.0469088000001 kg	20 brhundredweight
brton	1016.0469088000001 kg	longton
brgallon	0.00454609000000000176 m^3	4.54609 l
brbarrel	0.163659240000000067 m^3	36 brgallon
brbushel	0.0363687200000000141 m^3	8 brgallon
brheapedbushel	0.0464792241600000197 m^3	1.278 brbushel
brquarter	0.290949760000000113 m^3	8 brbushel
brchaldron	1.30927392000000054 m^3	36 brbushel
bag	0.145474880000000056 m^3	4 brbushel
bucket	0.018184360000000007 m^3	4 brgallon
last	1.45474880000000062 m^3	40 brbushel
pottle	0.00227304500000000088 m^3	0.5 brgallon
pin	0.0204574050000000084 m^3	4.5 brgallon
puncheon	0.327318480000000134 m^3	72 brgallon
seam	0.290949760000000113 m^3	8 brbushel
coomb	0.145474880000000056 m^3	4 brbushel
boll	0.218212320000000071 m^3	6 brbushel
firlot	0.0545530800000000177 m^3	1|4 boll
brfirkin	0.0409148100000000167 m^3	9 brgallon
cran	0.170478375000000071 m^3	37.5 brgallon
brwinehogshead	0.238669725000000083 m^3	52.5 brgallon
brhogshead	0.238669725000000083 m^3	brwinehogshead
brbeerhogshead	0.245488860000000086 m^3	54 brgallon
brbeerbutt	0.490977720000000173 m^3	2 brbeerhogshead
registerton	2.83168465920000045 m^3	100 ft^3
shippington	1.13267386368000023 m^3	40 ft^3
brshippington	1.18930755686400014 m^3	42 ft^3
freightton	1.13267386368000023 m^3	shippington
displacementton	0.991089630720000114 m^3	35 ft^3
waterton	1.01832416000000037 m^3	224 brgallon
strike	0.070500000000000021 m^3	70.5 l
amber	0.145474880000000056 m^3	4 brbushel
imperialgallon	0.00454609000000000176 m^3	brgallon
imperialbarrel	0.163659240000000067 m^3	brbarrel
imperialbushel	0.0363687200000000141 m^3	brbushel
imperialheapedbushel	0.0464792241600000197 m^3	brheapedbushel
imperialquarter	0.290949760000000113 m^3	brquarter
imperialchaldron	1.30927392000000054 m^3	brchaldron
imperialwinehogshead	0.238669725000000083 m^3	brwinehogshead
imperialhogshead	0.238669725000000083 m^3	brhogshead
imperialbeerhogshead	0.245488860000000086 m^3	brbeerhogshead
imperialbeerbutt	0.490977720000000173 m^3	brbeerbutt
imperialfirkin	0.0409148100000000167 m^3	brfirkin
hide	485622.770688000077 m^2	120 acre
virgate	121405.692672000019 m^2	1|4 hide
nook	60702.8463360000096 m^2	1|2 virgate
rood	1011.71410560000015 m^2	furlong rod
englishcarat	0.000205303477227722776 kg	troyounce/151.5
mancus	0.0566990462500000028 kg	2 oz
mast	1.13398092500000014 kg	2.5 lb
nailkeg	45.3592370000000003 kg	100 lbs
basebox	20.232217600000002 m^2	31360 in^2
metre	1 m	meter
gramme	0.00100000000000000002 kg	gram
litre	0.00100000000000000024 m^3	liter
dioptre	1 m^-1	diopter
geometricpace	1.52400000000000002 m	5 ft
pace	0.762000000000000011 m	2.5 ft
USmilitarypace	0.762000000000000122 m	30 in
USdoubletimepace	0.914400000000000102 m	36 in
fingerbreadth	0.0222250000000000017 m	7|8 in
fingerlength	0.114300000000000013 m	4.5 in
finger	0.0222250000000000017 m	fingerbreadth
palmlength	0.203200000000000019 m	8 in
hand	0.10160000000000001 m	4 inch
shaftment	0.152400000000000008 m	6 inch
smoot	1.70179999999999998 m	5 ft + 7 in
uscup	0.000236588236500000091 m^3	8 usfloz
ustablespoon	1.47867647812500057e-05 m^3	1|16 uscup
usteaspoon	4.92892159375000132e-06 m^3	1|3 ustablespoon
ustbl	1.47867647812500057e-05 m^3	ustablespoon
ustbsp	1.47867647812500057e-05 m^3	ustablespoon
ustblsp	1.47867647812500057e-05 m^3	ustablespoon
ustsp	4.92892159375000132e-06 m^3	usteaspoon
metriccup	0.000250000000000000059 m^3	250 ml
stickbutter	0.113398092500000006 kg	1|4 lb
legalcup	0.000240000000000000033 m^3	240 ml
legaltablespoon	1.50000000000000021e-05 m^3	1|16 legalcup
legaltbsp	1.50000000000000021e-05 m^3	legaltablespoon
number1can	0.000295735295625000106 m^3	10 usfloz
number2can	0.000561897061687500164 m^3	19 usfloz
number2_5can	0.000828058827750000276 m^3	3.5 uscups
number3can	0.000946352946000000362 m^3	4 uscups
number5can	0.00165611765550000055 m^3	7 uscups
number10can	0.00310522060406250109 m^3	105 usfloz
brtablespoon	1.50000000000000021e-05 m^3	15 ml
brteaspoon	5.00000000000000041e-06 m^3	1|3 brtablespoon
brdessertspoon	1.00000000000000008e-05 m^3	2 brteaspoon
dessertspoon	1.00000000000000008e-05 m^3	brdessertspoon
dsp	1.00000000000000008e-05 m^3	dessertspoon
brtsp	5.00000000000000041e-06 m^3	brteaspoon
brtbl	1.50000000000000021e-05 m^3	brtablespoon
brtbsp	1.50000000000000021e-05 m^3	brtablespoon
brtblsp	1.50000000000000021e-05 m^3	brtablespoon
australiatablespoon	2.0000000000000005e-05 m^3	20 ml
austbl	2.0000000000000005e-05 m^3	australiatablespoon
austbsp	2.0000000000000005e-05 m^3	australiatablespoon
austblsp	2.0000000000000005e-05 m^3	australiatablespoon
australiateaspoon	5.00000000000000126e-06 m^3	1|4 australiatablespoon
austsp	5.00000000000000126e-06 m^3	australiateaspoon
etto	0.100000000000000006 kg	100 g
etti	0.100000000000000006 kg	etto
catty	0.5 kg	0.5 kg
oldcatty	0.604789826666666697 kg	4|3 lbs
tael	0.0377993641666666685 kg	1|16 oldcatty
mace	0.00377993641666666711 kg	0.1 tael
oldpicul	60.478982666666667 kg	100 oldcatty
picul	50 kg	100 catty
seer	0.933104304000000107 kg	14400 grain
ser	0.933104304000000107 kg	seer
maund	37.3241721600000034 kg	40 seer
pakistanseer	1 kg	1 kg
pakistanmaund	40 kg	40 pakistanseer
chittak	0.0583190190000000067 kg	1|16 seer
tola	0.0116638038000000024 kg	1|5 chittak
ollock	0.000250000000000000059 m^3	1|4 liter
japancup	0.000200000000000000037 m^3	200 ml
butter	958.611418535172675 kg/m^3	8 oz/uscup
butter_clarified	814.819705754896859 kg/m^3	6.8 oz/uscup
cocoa_butter	1078.43784585206936 kg/m^3	9 oz/uscup
shortening	808.828384389051962 kg/m^3	6.75 oz/uscup
oil	898.69820487672439 kg/m^3	7.5 oz/uscup
cakeflour_sifted	419.392495609138052 kg/m^3	3.5 oz/uscup
cakeflour_spooned	479.305709267586337 kg/m^3	4 oz/uscup
cakeflour_scooped	539.218922926034679 kg/m^3	4.5 oz/uscup
flour_sifted	479.305709267586337 kg/m^3	4 oz/uscup
flour_spooned	509.26231609681048 kg/m^3	4.25 oz/uscup
flour_scooped	599.132136584482964 kg/m^3	5 oz/uscup
breadflour_sifted	509.26231609681048 kg/m^3	4.25 oz/uscup
breadflour_spooned	539.218922926034679 kg/m^3	4.5 oz/uscup
breadflour_scooped	659.045350242931249 kg/m^3	5.5 oz/uscup
cornstarch	507.210340527644746 kg/m^3	120 grams/uscup
dutchcocoa_sifted	317.006462829777945 kg/m^3	75 g/uscup
dutchcocoa_spooned	388.861261071194292 kg/m^3	92 g/uscup
dutchcocoa_scooped	401.541519584385469 kg/m^3	95 g/uscup
cocoa_sifted	317.006462829777945 kg/m^3	75 g/uscup
cocoa_spooned	346.593732693890615 kg/m^3	82 g/uscup
cocoa_scooped	401.541519584385469 kg/m^3	95 g/uscup
heavycream	980.606658353446619 kg/m^3	232 g/uscup
milk	1022.87418673075024 kg/m^3	242 g/uscup
sourcream	1022.87418673075024 kg/m^3	242 g/uscup
molasses	1348.04730731508653 kg/m^3	11.25 oz/uscup
cornsyrup	1378.00391414431078 kg/m^3	11.5 oz/uscup
honey	1407.96052097353481 kg/m^3	11.75 oz/uscup
sugar	845.350567546074672 kg/m^3	200 g/uscup
powdered_sugar	479.305709267586337 kg/m^3	4 oz/uscup
brownsugar_light	917.205365787490905 kg/m^3	217 g/uscup
brownsugar_dark	1010.19392821755923 kg/m^3	239 g/uscup
baking_powder	933.267026570866506 kg/m^3	4.6 grams / ustsp
salt	1217.30481726634753 kg/m^3	6 g / ustsp
koshersalt	568.075581390962157 kg/m^3	2.8 g / ustsp
koshersalt_morton	973.843853813077999 kg/m^3	4.8 g / ustsp
egg	0.0500000000000000028 kg	50 grams
eggwhite	0.0299999999999999989 kg	30 grams
eggyolk	0.0186000000000000019 kg	18.6 grams
eggvolume	4.68247551406250227e-05 m^3	3 ustablespoons + 1|2 ustsp
eggwhitevolume	2.95735295625000113e-05 m^3	2 ustablespoons
eggyolkvolume	1.72512255781250046e-05 m^3	3.5 ustsp
ethanoldensity	789.299999999999955 kg/m^3	0.7893 g/cm^3
alcoholdensity	789.299999999999955 kg/m^3	ethanoldensity
baumeconst	145	145
ouncedal	0.00864093464850000138 m*kg/s^2	oz ft / s^2
poundal	0.138254954376000022 m*kg/s^2	lb ft / s^2
tondal	309.691097802240051 m*kg/s^2	longton ft / s^2
pdl	0.138254954376000022 m*kg/s^2	poundal
osi	430.922330823022492 kg/m*s^2	ounce force / inch^2
psi	6894.75729316835987 kg/m*s^2	pound force / inch^2
psia	6894.75729316835987 kg/m*s^2	psi
reyn	6894.75729316835987 kg/m*s	psi sec
lbf	4.44822161526049964 m*kg/s^2	lb force
lbm	0.453592370000000022 kg	lb
kip	4448.22161526049968 m*kg/s^2	1000 lbf
ksi	6894757.29316835944 kg/m*s^2	kip / in^2
mil	2.54000000000000041e-05 m	0.001 inch
thou	2.54000000000000041e-05 m	0.001 inch
tenth	2.54000000000000025e-06 m	0.0001 inch
millionth	2.54000000000000025e-08 m	1e-6 inch
circularinch	0.000506707479097497798 m^2	1|4 pi in^2
circleinch	0.000506707479097497798 m^2	circularinch
cylinderinch	1.28703699690764458e-05 m^3	circleinch inch
circularmil	5.06707479097497917e-10 m^2	1|4 pi mil^2
cmil	5.06707479097497917e-10 m^2	circularmil
cental	45.3592370000000003 kg	100 pound
centner	45.3592370000000003 kg	cental
caliber	0.000254000000000000048 m	0.01 inch
duty	1.35581794833140035 m^2*kg/s^2	ft lbf
celo	0.304800000000000015 m/s^2	ft / s^2
jerk	0.304800000000000015 m/s^3	ft / s^3
australiapoint	0.000254000000000000048 m	0.01 inch
sabin	0.0929030400000000062 m^2	ft^2
standardgauge	1.43510000000000004 m	4 ft + 8.5 in
flag	0.464515200000000017 m^2	5 ft^2
rollwallpaper	2.78709120000000032 m^2	30 ft^2
fillpower	0.000578036672001339211 m^3/kg	in^3 / ounce
pinlength	0.00158750000000000015 m	1|16 inch
buttonline	0.000635000000000000148 m	1|40 inch
beespace	0.00635000000000000061 m	1|4 inch
diamond	0.487680000000000058 m	8|5 ft
retmaunit	0.0444500000000000034 m	1.75 in
U	0.0444500000000000034 m	retmaunit
RU	0.0444500000000000034 m	U
ENERGY	1 m^2*kg/s^2	joule
WORK	1 m^2*kg/s^2	joule
calorie_th	4.18400000000000016 m^2*kg/s^2	4.184 J
thermcalorie	4.18400000000000016 m^2*kg/s^2	calorie_th
cal_th	4.18400000000000016 m^2*kg/s^2	calorie_th
calorie_IT	4.18679999999999986 m^2*kg/s^2	4.1868 J
cal_IT	4.18679999999999986 m^2*kg/s^2	calorie_IT
calorie_15	4.18580000000000041 m^2*kg/s^2	4.18580 J
cal_15	4.18580000000000041 m^2*kg/s^2	calorie_15
calorie_fifteen	4.18580000000000041 m^2*kg/s^2	cal_15
calorie_20	4.18189999999999973 m^2*kg/s^2	4.18190 J
cal_20	4.18189999999999973 m^2*kg/s^2	calorie_20
calorie_twenty	4.18189999999999973 m^2*kg/s^2	calorie_20  
cal_mean	4.19001999999999963 m^2*kg/s^2	4.19002 J
thermie	4185800.00000000047 m^2*kg/s^2	1e6 cal_15
btu_IT	1055.05585262000022 m^2*kg/s^2	cal_IT lb degF / gram K
btu_th	1054.35026448888902 m^2*kg/s^2	cal_th lb degF / gram K
btu_mean	1055.86727897077799 m^2*kg/s^2	cal_mean lb degF / gram K
ECtherm	105506000 m^2*kg/s^2	1.05506e8 J
UStherm	105480400 m^2*kg/s^2	1.054804e8 J
therm	105480400 m^2*kg/s^2	UStherm
water_fusion_heat	333610.879822370247 m^2/s^2	6.01 kJ/mol / (18.015 g/mol)
water_vaporization_heat	2256400 m^2/s^2	2256.4 J/g
specificheat_aluminum	910 m^2/s^2*K	0.91 J/g K
specificheat_antimony	210 m^2/s^2*K	0.21 J/g K
specificheat_barium	200 m^2/s^2*K	0.20 J/g K
specificheat_beryllium	1830 m^2/s^2*K	1.83 J/g K
specificheat_bismuth	130 m^2/s^2*K	0.13 J/g K
specificheat_cadmium	230 m^2/s^2*K	0.23 J/g K
specificheat_cesium	240 m^2/s^2*K	0.24 J/g K
specificheat_chromium	460 m^2/s^2*K	0.46 J/g K
specificheat_cobalt	420 m^2/s^2*K	0.42 J/g K
specificheat_copper	390 m^2/s^2*K	0.39 J/g K
specificheat_gallium	370 m^2/s^2*K	0.37 J/g K
specificheat_germanium	320 m^2/s^2*K	0.32 J/g K
specificheat_gold	130 m^2/s^2*K	0.13 J/g K
specificheat_hafnium	140 m^2/s^2*K	0.14 J/g K
specificheat_indium	240 m^2/s^2*K	0.24 J/g K
specificheat_iridium	130 m^2/s^2*K	0.13 J/g K
specificheat_iron	450 m^2/s^2*K	0.45 J/g K
specificheat_lanthanum	195 m^2/s^2*K	0.195 J/g K
specificheat_lead	130 m^2/s^2*K	0.13 J/g K
specificheat_lithium	3569.99999999999955 m^2/s^2*K	3.57 J/g K
specificheat_lutetium	150 m^2/s^2*K	0.15 J/g K
specificheat_magnesium	1050 m^2/s^2*K	1.05 J/g K
specificheat_manganese	480 m^2/s^2*K	0.48 J/g K
specificheat_mercury	140 m^2/s^2*K	0.14 J/g K
specificheat_molybdenum	250 m^2/s^2*K	0.25 J/g K
specificheat_nickel	440 m^2/s^2*K	0.44 J/g K
specificheat_osmium	130 m^2/s^2*K	0.13 J/g K
specificheat_palladium	240 m^2/s^2*K	0.24 J/g K
specificheat_platinum	130 m^2/s^2*K	0.13 J/g K
specificheat_plutonum	130 m^2/s^2*K	0.13 J/g K
specificheat_potassium	750 m^2/s^2*K	0.75 J/g K
specificheat_rhenium	140 m^2/s^2*K	0.14 J/g K
specificheat_rhodium	240 m^2/s^2*K	0.24 J/g K
specificheat_rubidium	360 m^2/s^2*K	0.36 J/g K
specificheat_ruthenium	240 m^2/s^2*K	0.24 J/g K
specificheat_scandium	569.999999999999886 m^2/s^2*K	0.57  J/g K
specificheat_selenium	320 m^2/s^2*K	0.32 J/g K
specificheat_silicon	710 m^2/s^2*K	0.71 J/g K
specificheat_silver	230 m^2/s^2*K	0.23 J/g K
specificheat_sodium	1210 m^2/s^2*K	1.21 J/g K
specificheat_strontium	300 m^2/s^2*K	0.30 J/g K
specificheat_tantalum	140 m^2/s^2*K	0.14 J/g K
specificheat_thallium	130 m^2/s^2*K	0.13 J/g K
specificheat_thorium	130 m^2/s^2*K	0.13 J/g K
specificheat_tin	210 m^2/s^2*K	0.21 J/g K
specificheat_titanium	540 m^2/s^2*K	0.54 J/g K
specificheat_tungsten	130 m^2/s^2*K	0.13 J/g K
specificheat_uranium	120 m^2/s^2*K	0.12 J/g K
specificheat_vanadium	390 m^2/s^2*K	0.39 J/g K
specificheat_yttrium	300 m^2/s^2*K	0.30 J/g K
specificheat_zinc	390 m^2/s^2*K	0.39 J/g K
specificheat_zirconium	270 m^2/s^2*K	0.27 J/g K
specificheat_ethanol	2300 m^2/s^2*K	2.3  J/g K
specificheat_ammonia	4600 m^2/s^2*K	4.6 J/g K
specificheat_freon	910 m^2/s^2*K	0.91 J/g K
specificheat_gasoline	2220 m^2/s^2*K	2.22 J/g K
